2.090013013024700772e+00,-9.000145010323619132e-01,2.345097674930527454e+00,-1.139773607420391829e-04,3.227500807822177324e-04,1.733472570983551097e-05,9.999999412705251611e-01,-4.666930830268254393e-01,1.557004082896958352e-01,-4.339482938472206119e-01,1.072512551064778830e+00,5.387184874135975132e-01,-1.006520474496422679e+00,-4.665614902997244351e-01,1.556726625424600940e-01,-4.341435786804544450e-01,1.070165002052191561e+00,5.384161638360631663e-01,-1.003965182920834920e+00
1.937475724716627878e+00,-1.101333996726059583e+00,2.535236463106351312e+00,3.683986788906684628e-02,-1.111544860452162720e-01,-7.171734634999761548e-02,9.905271962942029385e-01,-4.665614902997244351e-01,1.556726625424600940e-01,-4.341435786804544450e-01,1.070165002052191561e+00,5.384161638360631663e-01,-1.003965182920834920e+00,-5.705852987191455394e-01,1.476120247304174016e-01,-5.117169351048477255e-01,1.282000273471642027e+00,4.244444772645176167e-01,-1.069760448956219800e+00
1.746066261697206246e+00,-1.271642159314088083e+00,2.714072414815384970e+00,6.912827448023126098e-02,-2.182243075498006835e-01,-1.370132766805044477e-01,9.637566058269417812e-01,-5.705852987191455394e-01,1.476120247304174016e-01,-5.117169351048477255e-01,1.282000273471642027e+00,4.244444772645176167e-01,-1.069760448956219800e+00,-6.730279103337076796e-01,1.388852344207876510e-01,-5.893025068703919844e-01,1.527543650661401520e+00,3.160079664733080329e-01,-1.169138239993280592e+00
1.525198514087523494e+00,-1.403957251251397143e+00,2.878258615087292860e+00,9.768553778742715410e-02,-3.185797027481300780e-01,-1.928960885920584789e-01,9.229060665690625997e-01,-6.730279103337076796e-01,1.388852344207876510e-01,-5.893025068703919844e-01,1.527543650661401520e+00,3.160079664733080329e-01,-1.169138239993280592e+00,-7.741591410707259202e-01,1.291067991900152756e-01,-6.668390999744709946e-01,1.846342628088696536e+00,2.158473969098255729e-01,-1.341613409901300180e+00
1.285682539953773462e+00,-1.493883703486624803e+00,3.025547926198435711e+00,1.234778550293689076e-01,-4.103284344743511336e-01,-2.372342810264619350e-01,8.718392575957061297e-01,-7.741591410707259202e-01,1.291067991900152756e-01,-6.668390999744709946e-01,1.846342628088696536e+00,2.158473969098255729e-01,-1.341613409901300180e+00,-8.743168471394607844e-01,1.177506271247766301e-01,-7.438012312475670296e-01,2.365647182612645505e+00,1.318318581346050733e-01,-1.714438838431425305e+00
1.121215913385062546e+00,-1.529327115099626377e+00,3.113745996892728574e+00,1.395897626741862685e-01,-4.659714981406729573e-01,-2.597607764346525627e-01,8.342119635339496631e-01,-8.743168471394607844e-01,1.177506271247766301e-01,-7.438012312475670296e-01,2.365647182612645505e+00,1.318318581346050733e-01,-1.714438838431425305e+00,-9.407401744769771090e-01,1.089608691457498169e-01,-7.942769130269817790e-01,2.977254221889152674e+00,9.843802590159896060e-02,-2.228312414283035281e+00
9.567478973828520417e-01,-1.545222432853825989e+00,3.193813751682644142e+00,1.551168541484168328e-01,-5.167979613731744637e-01,-2.765213747837203528e-01,7.952323924283711820e-01,-9.407401744769771090e-01,1.089608691457498169e-01,-7.942769130269817790e-01,2.977254221889152674e+00,9.843802590159896060e-02,-2.228312414283035281e+00,-1.007034084488247050e+00,9.888833661257906416e-02,-8.435375579918255040e-01,3.730017568698424490e+00,1.014264290590065065e-01,-2.883275900987800622e+00
7.953790871563455323e-01,-1.542117046140910164e+00,3.265821932603818478e+00,1.702608251003488171e-01,-5.625542654338505644e-01,-2.876239893650946455e-01,7.561854207930996941e-01,-1.007034084488247050e+00,9.888833661257906416e-02,-8.435375579918255040e-01,3.730017568698424490e+00,1.014264290590065065e-01,-2.883275900987800622e+00,-1.073338561685646120e+00,8.720362198927983366e-02,-8.909441082728730699e-01,4.276035419024125872e+00,1.348154729293448983e-01,-3.331416952122229436e+00
5.653133507018653914e-01,-1.503934421570972457e+00,3.359170916375825211e+00,1.925925945163947106e-01,-6.213028585210697008e-01,-2.943860532877799474e-01,7.001626255096994322e-01,-1.073338561685646120e+00,8.720362198927983366e-02,-8.909441082728730699e-01,4.276035419024125872e+00,1.348154729293448983e-01,-3.331416952122229436e+00,-1.173154132143636730e+00,6.575989079795380166e-02,-9.567680180266802115e-01,4.751961253985594880e+00,2.034946562191872477e-01,-3.660341018571900307e+00
3.569808455476823350e-01,-1.429484730397257763e+00,3.435789292886803903e+00,2.147383945310204767e-01,-6.679027274123947588e-01,-2.909339779670208626e-01,6.505004143685144680e-01,-1.173154132143636730e+00,6.575989079795380166e-02,-9.567680180266802115e-01,4.751961253985594880e+00,2.034946562191872477e-01,-3.660341018571900307e+00,-1.273937002768555704e+00,3.810712088647589396e-02,-1.013126592028285256e+00,5.068482048351935276e+00,2.737818548193756141e-01,-3.829581066868326555e+00
2.402279033243506223e-01,-1.362131407398311733e+00,3.477127429847057805e+00,2.358488789696107091e-01,-6.917167770694520046e-01,-2.846996273414484357e-01,6.203622561061143958e-01,-1.273937002768555704e+00,3.810712088647589396e-02,-1.013126592028285256e+00,5.068482048351935276e+00,2.737818548193756141e-01,-3.829581066868326555e+00,-1.336230084058292134e+00,1.595305335904535077e-02,-1.045690528217114279e+00,5.267959627811734435e+00,3.280331207890266332e-01,-3.926274822550505306e+00
1.374881787756561113e-01,-1.283933270397986659e+00,3.511326448521825849e+00,2.573026160830478304e-01,-7.091409251864715380e-01,-2.759312927103333424e-01,5.956311221600995021e-01,-1.336230084058292134e+00,1.595305335904535077e-02,-1.045690528217114279e+00,5.267959627811734435e+00,3.280331207890266332e-01,-3.926274822550505306e+00,-1.399842027477882667e+00,-1.064070459578652685e-02,-1.070647155184781596e+00,5.450668143174322466e+00,3.791179235401367920e-01,-4.006163514300783213e+00
4.985819096167186382e-02,-1.196558662584263688e+00,3.538649974784929597e+00,2.788302440509527469e-01,-7.202845383525515732e-01,-2.657372917352797681e-01,5.769120995385140782e-01,-1.399842027477882667e+00,-1.064070459578652685e-02,-1.070647155184781596e+00,5.450668143174322466e+00,3.791179235401367920e-01,-4.006163514300783213e+00,-1.465226922350835403e+00,-4.224708694795514113e-02,-1.086695429458070628e+00,5.626620450520139372e+00,4.264586685948354994e-01,-4.079482681266471289e+00
-2.188880061101616814e-02,-1.101715657052002584e+00,3.559213627036948324e+00,3.001042686289547845e-01,-7.252858223943490223e-01,-2.552882644211362795e-01,5.645580624110126955e-01,-1.465226922350835403e+00,-4.224708694795514113e-02,-1.086695429458070628e+00,5.626620450520139372e+00,4.264586685948354994e-01,-4.079482681266471289e+00,-1.532982676654984777e+00,-7.920969036447961242e-02,-1.092947277029968856e+00,5.802071067371477042e+00,4.701607589172936974e-01,-4.152849250367212974e+00
-9.008259575939020491e-02,-9.513480905436237922e-01,3.574554213410570114e+00,3.409157133140796603e-01,-7.173524244672226935e-01,-2.427950465273575609e-01,5.569852250359323964e-01,-1.532982676654984777e+00,-7.920969036447961242e-02,-1.092947277029968856e+00,5.802071067371477042e+00,4.701607589172936974e-01,-4.152849250367212974e+00,-1.633823197255769522e+00,-1.443860253898103241e-01,-1.085445391235515755e+00,6.092015684979134704e+00,5.477738930802434902e-01,-4.285205469141341261e+00
-1.228118719590125807e-01,-7.944555107036854746e-01,3.572879076836281254e+00,3.782265477512606888e-01,-6.943476595683053532e-01,-2.369375645359040883e-01,5.645233358683893199e-01,-1.633823197255769522e+00,-1.443860253898103241e-01,-1.085445391235515755e+00,6.092015684979134704e+00,5.477738930802434902e-01,-4.285205469141341261e+00,-1.748648678684757929e+00,-2.205245186540447100e-01,-1.056128736996950535e+00,1.106766774556938310e-01,6.285494539054132801e-01,-4.432851006002342054e+00
-1.052752789451432552e-01,-7.466350768893579293e-01,3.559292249615076731e+00,4.146385224678064141e-01,-6.669887215348703213e-01,-2.413273952090576879e-01,5.700544091160114624e-01,-1.748648678684757929e+00,-2.205245186540447100e-01,-1.056128736996950535e+00,1.106766774556938310e-01,6.285494539054132801e-01,-4.432851006002342054e+00,-1.776430862005341726e+00,-2.479427739527326202e-01,-1.045184725535999615e+00,2.542279350056105280e-01,7.052438517338178725e-01,-4.509810395138276640e+00
-8.548899115707929430e-02,-6.975480280860297810e-01,3.542300204493827209e+00,4.481734824068271394e-01,-6.348839107937240822e-01,-2.478387214481253820e-01,5.784798333853673480e-01,-1.776430862005341726e+00,-2.479427739527326202e-01,-1.045184725535999615e+00,2.542279350056105280e-01,7.052438517338178725e-01,-4.509810395138276640e+00,-1.810273901415778708e+00,-2.761957739092597008e-01,-1.031690764952251094e+00,3.944218285211915642e-01,7.862925068090074188e-01,-4.584455599541011672e+00
-4.003921650598823989e-02,-7.450796509307642257e-01,3.528234537840662988e+00,4.885381540013522539e-01,-6.047914064899230224e-01,-2.554279027519922307e-01,5.747298610796297558e-01,-1.810273901415778708e+00,-2.761957739092597008e-01,-1.031690764952251094e+00,3.944218285211915642e-01,7.862925068090074188e-01,-4.584455599541011672e+00,-1.740698069125146796e+00,-2.528312903245885646e-01,-1.051751011400347657e+00,3.866418187975105281e-01,8.590871831616340160e-01,-4.587927737065776057e+00
1.147875504597154622e-02,-7.884409517972903458e-01,3.513149961405169996e+00,5.267718362145205058e-01,-5.713284409607509717e-01,-2.629810883638344920e-01,5.717833438318339345e-01,-1.740698069125146796e+00,-2.528312903245885646e-01,-1.051751011400347657e+00,3.866418187975105281e-01,8.590871831616340160e-01,-4.587927737065776057e+00,-1.671059129201093008e+00,-2.286321925686227163e-01,-1.073071280660100602e+00,3.804000879251014933e-01,9.323320894274871318e-01,-4.592913453338114849e+00
