2.089933581443569999e+00,1.004738078667412348e-04,1.581052988498379719e+00,2.216391927830090220e-04,2.976102680988593208e-04,-4.398384167394401700e-04,9.999998344231681990e-01,-6.379648700303198756e-05,-3.534707275686105234e-03,2.502549580762947756e-01,-3.143065717675916915e+00,2.459497295894561286e-01,-3.139472977607488335e+00,2.053662401322102981e-04,-3.551656291583321547e-03,2.503112053088712430e-01,-3.137140586445338997e+00,2.461664754717590720e-01,-3.145466846628293567e+00
2.107171355975465232e+00,1.093642417098366071e-01,1.575480230407916737e+00,9.399283705492751662e-02,2.985770379529430196e-02,2.669575225343973068e-02,9.947669078322123326e-01,2.053662401322102981e-04,-3.551656291583321547e-03,2.503112053088712430e-01,-3.137140586445338997e+00,2.461664754717590720e-01,-3.145466846628293567e+00,5.068415170864157965e-02,1.040139148522551370e-02,2.288837105439703312e-01,-3.185899598515631759e+00,1.850494509629644346e-01,-2.908468063581260754e+00
2.118140709988535431e+00,2.192994942424824345e-01,1.569639041990365191e+00,1.848322613698998584e-01,6.376934679652820903e-02,4.534302403252851721e-02,9.796502007030972736e-01,5.068415170864157965e-02,1.040139148522551370e-02,2.288837105439703312e-01,-3.185899598515631759e+00,1.850494509629644346e-01,-2.908468063581260754e+00,1.014935344885185692e-01,2.464032392938670518e-02,2.071956814580114270e-01,-3.236798832310593177e+00,1.239905681116715147e-01,-2.669279077877856121e+00
2.122891771343052625e+00,3.295192806161254540e-01,1.563628642504719890e+00,2.717282004730990352e-01,1.001431329790639507e-01,5.504112215534150837e-02,9.555655984058183394e-01,1.014935344885185692e-01,2.464032392938670518e-02,2.071956814580114270e-01,-3.236798832310593177e+00,1.239905681116715147e-01,-2.669279077877856121e+00,1.526254891552205062e-01,3.916397851566528338e-02,1.852759339240040437e-01,-3.296215981828471531e+00,6.299756500002887116e-02,-2.421525208202442769e+00
2.121497608105662458e+00,4.396594140007158424e-01,1.557548593353163424e+00,3.538970157784324111e-01,1.370761663728737034e-01,5.571244604911064491e-02,9.235059015463090715e-01,1.526254891552205062e-01,3.916397851566528338e-02,1.852759339240040437e-01,-3.296215981828471531e+00,6.299756500002887116e-02,-2.421525208202442769e+00,2.040686366753231284e-01,5.397082077262910921e-02,1.631534291213417309e-01,-4.002385312008660989e+00,2.628594428093635350e-03,-1.526975742531819780e+00
2.114049811849323834e+00,5.493794465879510147e-01,1.551497671696325353e+00,4.307804201515575970e-01,1.727261723832552165e-01,4.765170251865739892e-02,8.844903697807856569e-01,2.040686366753231284e-01,5.397082077262910921e-02,1.631534291213417309e-01,-4.002385312008660989e+00,2.628594428093635350e-03,-1.526975742531819780e+00,2.558084750552319098e-01,6.905895478714946245e-02,1.408568779354427147e-01,-1.925321327200790744e-01,5.886643403445751543e-02,1.134775895738148188e+00
2.100654160500300627e+00,6.583629072680650118e-01,1.545572746851933577e+00,5.020323785375139236e-01,2.053811255445193718e-01,3.150106382820806045e-02,8.395175800111180919e-01,2.558084750552319098e-01,6.905895478714946245e-02,1.408568779354427147e-01,-1.925321327200790744e-01,5.886643403445751543e-02,1.134775895738148188e+00,3.078276341995285215e-01,8.442612862558124265e-02,1.184143577793813074e-01,-2.531573606259436837e-01,1.196608555960673448e-01,1.383855565210279082e+00
2.081426475028204770e+00,7.663168381146000518e-01,1.539867672229747519e+00,5.674967299777587959e-01,2.335218505742107653e-01,8.212706442513923247e-03,7.895236273993552212e-01,3.078276341995285215e-01,8.442612862558124265e-02,1.184143577793813074e-01,-2.531573606259436837e-01,1.196608555960673448e-01,1.383855565210279082e+00,3.601061511070057786e-01,1.000697356534510640e-01,9.585294491926338312e-02,-3.040435814007680371e-01,1.803883981893292798e-01,1.623226418586071862e+00
2.056488775786621481e+00,8.729706829961217940e-01,1.534472205421327562e+00,6.271770110694674383e-01,2.558753701334474107e-01,-2.099953829755200896e-02,7.353474084650941656e-01,3.601061511070057786e-01,1.000697356534510640e-01,9.585294491926338312e-02,-3.040435814007680371e-01,1.803883981893292798e-01,1.623226418586071862e+00,4.126217617302657681e-01,1.159868127464998566e-01,7.319836518233097111e-02,-3.525250818264387132e-01,2.410375874590116041e-01,1.860217825782192191e+00
2.025965833319304910e+00,9.780745970745632345e-01,1.529470968786204477e+00,6.812002730399738804e-01,2.714571692698442562e-01,-5.471730796667342162e-02,6.777043673100744403e-01,4.126217617302657681e-01,1.159868127464998566e-01,7.319836518233097111e-02,-3.525250818264387132e-01,2.410375874590116041e-01,1.860217825782192191e+00,4.653502060047043920e-01,1.321740363451816003e-01,5.047466577718624087e-02,-4.000342686402830750e-01,3.016015926104160250e-01,2.096257222757892613e+00
1.989982195260896924e+00,1.081397259346731143e+00,1.524942462459080383e+00,7.297769158501801190e-01,2.796010066944938921e-01,-9.138119819415606304e-02,6.171696742097952937e-01,4.653502060047043920e-01,1.321740363451816003e-01,5.047466577718624087e-02,-4.000342686402830750e-01,3.016015926104160250e-01,2.096257222757892613e+00,5.182655427055636865e-01,1.486277172243984368e-01,2.770391084714535906e-02,-4.470470048560617471e-01,3.620742736445156096e-01,2.331815563842142058e+00
1.948659755942480754e+00,1.182723281434373108e+00,1.520958141150316578e+00,7.731587043675172133e-01,2.799754084138823540e-01,-1.293580094644133927e-01,5.541713579134405210e-01,5.182655427055636865e-01,1.486277172243984368e-01,2.770391084714535906e-02,-4.470470048560617471e-01,3.620742736445156096e-01,2.331815563842142058e+00,5.713404709150021743e-01,1.653437947429466370e-01,4.905903294917086065e-03,-4.937689930419139617e-01,4.224497838980133535e-01,2.567093804668201251e+00
1.902115918863105826e+00,1.281850314286703263e+00,1.517581565429955814e+00,8.115971785975585329e-01,2.725865098652552887e-01,-1.670090486231090854e-01,4.889934478190539058e-01,5.713404709150021743e-01,1.653437947429466370e-01,4.905903294917086065e-03,-4.937689930419139617e-01,4.224497838980133535e-01,2.567093804668201251e+00,6.245466549778039278e-01,1.823178312155247505e-01,-1.790206465862758528e-02,-5.403051024009887238e-01,4.827226004979304763e-01,2.802192303575791854e+00
